id,cpu, openmp, openmp_sse, gpu 
0 0.090664, 0.045864, 0.032944, 0.000021
1 0.094839, 0.026847, 0.035359, 0.000065
2 0.087805, 0.021313, 0.032543, 0.000041
3 0.090744, 0.018426, 0.032911, 0.000037
4 0.089359, 0.030375, 0.020557, 0.000057
5 0.105082, 0.031445, 0.024169, 0.000032
6 0.084582, 0.027878, 0.044157, 0.000033
7 0.095003, 0.021623, 0.035783, 0.000034
8 0.086633, 0.022621, 0.032879, 0.000041
9 0.092511, 0.026303, 0.034806, 0.000236
