id,cpu, openmp, gpu 
0 0.080592, 0.093962, 0.000000
1 0.081195, 0.079988, 0.000000
2 0.082858, 0.080046, 0.000000
3 0.082425, 0.082047, 0.000000
4 0.081296, 0.078528, 0.000000
5 0.081463, 0.078772, 0.000000
6 0.082752, 0.077898, 0.000000
7 0.082030, 0.081026, 0.000000
8 0.080834, 0.077493, 0.000000
9 0.081126, 0.077289, 0.000000
