id,cpu, openmp, openmp_sse, gpu 
0 0.086525, 0.033509, 0.035316, 0.000038
1 0.086563, 0.015095, 0.031987, 0.000033
2 0.086583, 0.019367, 0.031603, 0.000031
3 0.086599, 0.018515, 0.032231, 0.000032
4 0.086617, 0.017927, 0.032830, 0.000031
5 0.083478, 0.018361, 0.048319, 0.000031
6 0.086455, 0.021791, 0.032165, 0.000031
7 0.086422, 0.019498, 0.028079, 0.000030
8 0.087093, 0.018467, 0.031740, 0.000030
9 0.086422, 0.015050, 0.031250, 0.000072
